owner,farm_name,mill,in_country_partner,country_of_origin,altitude_low_meters,altitude_high_meters,altitude_mean_meters,number_of_bags,bag_weight,species,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,category_one_defects,category_two_defects,color,total_cup_points
the coffee source inc.,several,la majada cooperative,Specialty Coffee Association,El Salvador,1200,1200,1200,250,69 kg,Arabica,NA,NA,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,0.14,0,3,NA,83.17
ethiopia commodity exchange,tega and tula special coffee farm,NA,Ethiopia Commodity Exchange,Ethiopia,1850,1850,1850,300,6,Arabica,NA,NA,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,0,0,NA,83.17
carcafe ltda ci,NA,bogota,Almacafé,Colombia,1799,1799,1799,275,70 kg,Arabica,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,0,0,4,Green,83.08
racafe & cia s.c.a,NA,bachue,Almacafé,Colombia,NA,NA,NA,275,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,0,1,5,Green,83.08
ipanema coffees,capoeirinha,dry mill,Brazil Specialty Coffee Association,Brazil,905,905,905,320,60 kg,Arabica,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,0.11,0,2,Bluish-Green,83.08
ipanema coffees,rio verde,ipanema comercial e exportadora sa,Brazil Specialty Coffee Association,Brazil,1,1,1,320,2 kg,Arabica,Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,0,0,3,Green,83.08
"lin, che-hao krude 林哲豪",kan tou mountain coffee 崁頭山咖啡館,kan tou mountain coffee 崁頭山咖啡館,Specialty Coffee Association,Taiwan,700,800,750,20,60 kg,Arabica,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,0,0,0,Green,83.08
bourbon specialty coffees,NA,NA,Brazil Specialty Coffee Association,Brazil,NA,NA,NA,300,60 kg,Arabica,Mundo Novo,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,0.11,0,13,Green,83.08
ipanema coffees,rio verde,ipanema coffees,Specialty Coffee Association,Brazil,1200,1200,1200,300,2 kg,Arabica,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,0,0,1,Green,83.08
eric thormaehlen,various,coricafe sa,Specialty Coffee Association of Costa Rica,Costa Rica,1200,1400,1300,250,1 kg,Arabica,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,0.1,0,3,Green,83.08
eileen koyanagi,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,16,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,0.12,0,8,Bluish-Green,83.08
cqi taiwan icp cqi台灣合作夥伴,alishan zou zhu yuan 阿里山鄒築園,alishan zou zhu yuan 阿里山鄒築園,Blossom Valley International,Taiwan,1300,1300,1300,50,30 kg,Arabica,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,0.11,0,0,NA,83.08
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,6,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,0.1,0,0,Bluish-Green,83.08
maria luisa del carmen rojas narvaez,santa maria,NA,AMECAFE,Mexico,1400,1400,1400,10,1 kg,Arabica,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,0.1,0,1,NA,83.08
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,7,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,0,1,4,NA,83.08
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,6,100 lbs,Arabica,Hawaiian Kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,0.12,0,0,Green,83.08
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,275,70 kg,Arabica,Caturra,NA,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,0.01,0,0,NA,83.08
exportadora de cafe condor s.a,NA,trilladora bonanza - armenia quindioa,Almacafé,Colombia,1880,1880,1880,250,70 kg,Arabica,NA,NA,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,0.08,1,3,NA,83.08
specialty coffee association of indonesia,lintong nihuta,pt. menacom,Specialty Coffee Association of Indonesia,Indonesia,1300,1400,1350,10,60 kg,Arabica,NA,NA,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,0,0,0,NA,83.08
chris finch,NA,NA,Specialty Coffee Association,Guatemala,NA,NA,NA,275,69 kg,Arabica,NA,NA,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,0.02,0,1,NA,83.08
ipanema coffees,fazenda capoeirnha,dry mill,Brazil Specialty Coffee Association,Brazil,890,890,890,320,60 kg,Arabica,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,0,0,4,Green,83
ipanema coffees,fazenda capoeirnha,dry mill,Brazil Specialty Coffee Association,Brazil,894,894,894,320,60 kg,Arabica,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,0.11,0,5,Green,83
ipanema coffees,capoeirinha,dry mill,Brazil Specialty Coffee Association,Brazil,872,872,872,320,60 kg,Arabica,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,0.11,0,3,Bluish-Green,83
ucfa,isule farmers group,ibero,Uganda Coffee Development Authority,Uganda,1473,1473,1473,310,60 kg,Arabica,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,0.12,0,6,Green,83
ucfa,ibanda farmers group,ibero,Uganda Coffee Development Authority,Uganda,1645,1645,1645,325,60 kg,Arabica,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,0.12,0,8,Green,83
carcafe ltda ci,NA,neiva,Almacafé,Colombia,442,442,442,25,70 kg,Arabica,NA,NA,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,0.11,0,4,Green,83
"sunvirtue co., ltd.",apollo estate,apollo estate,Specialty Coffee Association,Vietnam,1550,1550,1550,2,2 kg,Arabica,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,0,0,0,Green,83
juan luis alvarado romero,el chile,la conquista,Asociacion Nacional Del Café,Guatemala,1300,1800,1550,275,69 kg,Arabica,Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,0.11,0,3,Green,83
juan luis alvarado romero,nueva granada,tradicional,Asociacion Nacional Del Café,Guatemala,1371.6,1371.6,1371.6,200,69 kg,Arabica,Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,0.11,0,2,Green,83
juan luis alvarado romero,finca medina,beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,250,69 kg,Arabica,Bourbon,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,0.11,0,2,Green,83
irene alves santos,fazenda santo antonio,dry,Brazil Specialty Coffee Association,Brazil,900,1100,1000,305,2 kg,Arabica,Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,0,0,0,Green,83
cqi taiwan icp cqi台灣合作夥伴,雅慕伊,雅慕伊,Blossom Valley International,Taiwan,1200,1200,1200,10,60 kg,Arabica,Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,0.08,0,0,Green,83
star cafe ltd,kabeywa county,kucofa farmers group,Uganda Coffee Development Authority,Uganda,1800,1800,1800,300,60 kg,Arabica,SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,0.12,0,0,Green,83
german negron,hacienda caracolillo,hacienda alto grande,Specialty Coffee Association,United States (Puerto Rico),853.44,853.44,853.44,17,5 lbs,Arabica,Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,0,0,0,Bluish-Green,83
juan luis alvarado romero,grupo medina (pequeños productores),beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,26,69 kg,Arabica,Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,0.1,1,0,Green,83
eric thormaehlen,several,several,Specialty Coffee Association of Costa Rica,Costa Rica,1100,1300,1200,250,1 kg,Arabica,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,0.11,0,3,Green,83
jacques pereira carneiro,sertao farm,cocarive,Specialty Coffee Association,Brazil,1250,1250,1250,250,2 kg,Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,0.12,0,4,Bluish-Green,83
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,120,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,0.11,1,1,Green,83
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,0,0,0,Green,83
carcafe ltda ci,NA,neiva,Almacafé,Colombia,1000,1000,1000,250,70 kg,Arabica,Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,0.11,0,1,Green,83
carcafe ltda ci,NA,neiva,Almacafé,Colombia,1000,1000,1000,250,70 kg,Arabica,Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,0,0,2,Green,83
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,275,70 kg,Arabica,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,0.11,1,2,Green,83
rosa aurora falcon fernandez,vegas,"coatepec, ver",AMECAFE,Mexico,750,750,750,15,1 kg,Arabica,Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,0.11,0,20,Green,83
santiago solis ayerdi,finca la estancia,"atoyac de alvarez, guerrero",AMECAFE,Mexico,1200,1200,1200,20,1 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,0.11,0,7,Green,83
alfredo bojalil,las lomas,NA,AMECAFE,Mexico,1200,1200,1200,250,1 kg,Arabica,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,0.11,5,8,Green,83
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,NA,NA,NA,250,70 kg,Arabica,Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,0,1,4,NA,83
exportadora de cafe condor s.a,various,trilladora boananza,Almacafé,Colombia,1500,1750,1625,250,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,0,0,4,Green,83
exportadora de cafe condor s.a,NA,trilladora bonanza - armenia quindioa,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,0.11,0,0,Green,83
juan luis alvarado romero,la igualdad,beneficio la igualdad,Asociacion Nacional Del Café,Guatemala,1371.6,1371.6,1371.6,275,1 kg,Arabica,Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,0.1,0,2,Green,83
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,121,1 kg,Arabica,Caturra,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,0.12,0,0,Bluish-Green,83
doi tung development project,doi tung development project,NA,Specialty Coffee Association,Thailand,NA,NA,NA,1,60 kg,Arabica,NA,NA,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,0.28,0,0,NA,83
racafe & cia s.c.a,NA,popayán,Almacafé,Colombia,1050,1850,1450,300,70 kg,Arabica,NA,NA,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,0.08,0,1,NA,83
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,23,100 lbs,Arabica,NA,NA,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,0,0,0,NA,83
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,5,100 lbs,Arabica,NA,NA,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,0,0,1,NA,83
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1800,1800,1800,250,70 kg,Arabica,NA,NA,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,0.06,0,2,NA,83
grounds for health admin,santa rosa,beneficio atlantic sebaco,Specialty Coffee Association,Nicaragua,NA,NA,NA,2,6,Arabica,Caturra,NA,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,0.07,0,0,NA,83
doi tung development project,doi tung development project,NA,Specialty Coffee Association,Thailand,NA,NA,NA,1,1 lbs,Arabica,NA,NA,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,0,0,0,NA,83
ipanema coffees,fazenda capoeirnha,dry mill,Brazil Specialty Coffee Association,Brazil,890,890,890,320,60 kg,Arabica,Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,0,0,0,Green,82.92
consejo salvadoreño del café,santa josefita,beneficio cuzcachapa,Salvadoran Coffee Council,El Salvador,1350,1350,1350,100,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,0,0,1,Green,82.92
racafe & cia s.c.a,NA,bogota,Almacafé,Colombia,1500,1500,1500,129,70 kg,Arabica,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,0.11,0,1,Green,82.92
"lin, che-hao krude 林哲豪",shi fang yuan 十方源,shi fang yuan 十方源,Specialty Coffee Association,Taiwan,350,350,350,10,20 kg,Arabica,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,0.09,31,0,Green,82.92
cqi taiwan icp cqi台灣合作夥伴,-,NA,Blossom Valley International,Ethiopia,2000,2000,2000,250,60 kg,Arabica,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,0,1,20,Bluish-Green,82.92
cqi taiwan icp cqi台灣合作夥伴,佐佑品咖啡莊園,誼鎂有限公司,Blossom Valley International,Taiwan,775,775,775,11,2 kg,Arabica,Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,0,0,9,Green,82.92
renee a. perrine,kalugmanan agri development corp.,kalugmanan agri development corp.,Torch Coffee Lab Yunnan,Philippines,1200,1200,1200,250,2 kg,Arabica,Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,0.11,0,1,Blue-Green,82.92
zarah zamora perez,"several, bukidnon, mindanao, philippines",ephemera traders,Specialty Coffee Association,Philippines,1600,1600,1600,4,2 kg,Arabica,Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,0,0,0,Bluish-Green,82.92
productos y servicios chilindron s.a. de c.v.,pinzoneno,la yerba,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,Mexico,1059,1059,1059,11,2 kg,Arabica,Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,0.13,0,3,Blue-Green,82.92
andrew bowman,fiech (mixed producers),n/a,Specialty Coffee Association,Mexico,1300,1300,1300,275,2 kg,Arabica,Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,0.12,2,8,Bluish-Green,82.92
expocaccer coop dos cafeic do cerrado ltda,fazenda pantano,NA,Brazil Specialty Coffee Association,Brazil,11000,11000,11000,300,2 kg,Arabica,Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,0.11,0,16,Green,82.92
kawacom uganda ltd,sipi organic coffee project,kawacom,Uganda Coffee Development Authority,Uganda,1400,1900,1650,1,60 kg,Arabica,SL14,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,0.12,0,0,Green,82.92
nyapea coffee farmers association,nyapea coffee farmers,nyapea,Uganda Coffee Development Authority,Uganda,1400,1400,1400,1,60 kg,Arabica,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,0.12,0,4,Green,82.92
juan luis alvarado romero,finca medina,beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,250,69 kg,Arabica,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,0.1,0,1,Green,82.92
juan luis alvarado romero,finca medina,beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,26,69 kg,Arabica,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,0.1,0,2,Green,82.92
rob tuttle,NA,NA,Specialty Coffee Association,Guatemala,NA,NA,NA,1,2 kg,Arabica,NA,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,0.1,0,4,Green,82.92
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1800,2000,1900,250,70 kg,Arabica,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,0.11,0,2,Green,82.92
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,0,0,0,Bluish-Green,82.92
juan luis alvarado romero,finca los cerros y anexos,beneficio exportacafe agua santa,Asociacion Nacional Del Café,Guatemala,1658.112,1755.648,1706.88,250,69 kg,Arabica,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,0.11,0,2,Green,82.92
olam agro colombia,NA,trilladora europa,Almacafé,Colombia,1450,1450,1450,250,70 kg,Arabica,Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,0.11,3,5,Green,82.92
maria guadalupe gomez anzo,el regalito,el regalito,AMECAFE,Mexico,1248,1248,1248,15,1 kg,Arabica,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,0.1,0,4,Green,82.92
royal base corporation,"apollo co., ltd.","apollo co., ltd.",Specialty Coffee Association,Vietnam,1040,1040,1040,1,2 kg,Arabica,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,0,0,17,None,82.92
veronica lopez castillejos,el jabali,comunidad la cumbre,AMECAFE,Mexico,1400,1400,1400,100,1 kg,Arabica,Typica,Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,0.14,1,4,Green,82.92
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,8,100 lbs,Arabica,Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,0.1,0,0,Green,82.92
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1050,1850,1450,250,70 kg,Arabica,NA,NA,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,0.15,0,0,NA,82.92
doi tung development project,doi tung development project,NA,Specialty Coffee Association,Thailand,NA,NA,NA,2,1 lbs,Arabica,NA,NA,7.42,7.58,7.5,7.17,7.5,8,10,10,10,0,0,0,NA,82.92
jungle estate,jungle estate,nkg mills,Kenya Coffee Traders Association,Kenya,1754,1754,1754,27,50 kg,Arabica,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,0.1,0,3,Green,82.83
juan luis alvarado romero,piamonte,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1700,1700,1700,50,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,0.11,1,2,Green,82.83
ipanema coffees,capoeirinha,dry mill,Brazil Specialty Coffee Association,Brazil,905,905,905,320,60 kg,Arabica,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,0.11,0,2,Bluish-Green,82.83
consejo salvadoreño del café,el barbaro,santa adelaida,Salvadoran Coffee Council,El Salvador,1250,1250,1250,275,69 kg,Arabica,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,0,0,4,Green,82.83
samuel muhirwa,gicumbi,coffee business center (cbc) dry mill,Specialty Coffee Association,Rwanda,1900,1900,1900,150,60 kg,Arabica,Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,0.11,0,0,Bluish-Green,82.83
"sunvirtue co., ltd.",apollo estate,apollo estate,Specialty Coffee Association,Vietnam,1040,1040,1040,3,2 kg,Arabica,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,0.11,11,0,Green,82.83
juan luis alvarado romero,el papaturro,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,80,69 kg,Arabica,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,0.11,0,2,Green,82.83
cafebras,santa fé 2,via seca,Brazil Specialty Coffee Association,Brazil,900,900,900,300,60 kg,Arabica,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,0.12,2,6,Green,82.83
essencecoffee,NA,NA,Blossom Valley International,Colombia,1200,2000,1600,100,24 kg,Arabica,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,0,0,1,NA,82.83
joshua marsceau,"kampung keling, jumaraj, gurusinga, gongsol",pt. olam indonesia,Specialty Coffee Association,United States,1200,1200,1200,300,60 kg,Arabica,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,0,0,9,NA,82.83
juan luis alvarado romero,finca medina,beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,250,69 kg,Arabica,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,0.1,0,4,Green,82.83
"coffeebythebag.com , inc",NA,trilladora picaleña,Almacafé,Colombia,1800,1800,1800,40,1 kg,Arabica,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,0,4,4,Green,82.83
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,125,70 kg,Arabica,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,0.11,0,3,Green,82.83
edwin agasso,burka coffee estate,rafiki (coffee) limited,Tanzanian Coffee Board,"Tanzania, United Republic Of",1400,1400,1400,300,2 kg,Arabica,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,0.11,0,5,Green,82.83
armando luis pohlenz martinez,NA,finca custepec,AMECAFE,Mexico,1550,1550,1550,250,1 kg,Arabica,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,0.12,2,10,Green,82.83
alfredo bojalil,santa rosa,NA,AMECAFE,Mexico,1250,1250,1250,250,1 kg,Arabica,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,0.12,0,7,Blue-Green,82.83
juan luis alvarado romero,agropecuaria quiagral,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1310.64,1310.64,1310.64,250,1 kg,Arabica,Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,0.11,0,10,Green,82.83
alfredo bojalil,finca nueva linda,agroindustrias unidas de mexico,AMECAFE,Mexico,1380,1380,1380,250,1 kg,Arabica,Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,0.11,0,2,NA,82.83
the coffee source inc.,several farms,la majada cooperative,Specialty Coffee Association,El Salvador,1200,1200,1200,250,69 kg,Arabica,NA,NA,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,0,1,3,NA,82.83
juan luis alvarado romero,providencia,beneficio 2000,Asociacion Nacional Del Café,Guatemala,1100,1100,1100,275,69 kg,Arabica,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,0.1,0,3,Green,82.75
juan luis alvarado romero,linda vista,linda vista,Asociacion Nacional Del Café,Guatemala,1800,1800,1800,275,69 kg,Arabica,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,0.11,0,8,Green,82.75
juan luis alvarado romero,las merceditas,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1700,1700,1700,50,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,0.11,0,4,Green,82.75
juan luis alvarado romero,las delicias,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,50,69 kg,Arabica,Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,0.1,0,1,Green,82.75
juan luis alvarado romero,la esmeralda,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,25,69 kg,Arabica,Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,0.1,0,1,Green,82.75
sanjava coffee,various,sapan toraja,Specialty Coffee Association of Indonesia,Indonesia,1500,1500,1500,2,1 kg,Arabica,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,0.12,0,15,Blue-Green,82.75
juan luis alvarado romero,la esmeralda,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,157.8864,157.8864,157.8864,25,69 kg,Arabica,Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,0.12,0,0,Green,82.75
"lin, che-hao krude 林哲豪",大鋤花間 (hoe vs. flower coffee farm),大鋤花間 (hoe vs. flower coffee farm),Specialty Coffee Association,Taiwan,650,650,650,8,10 kg,Arabica,Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,0,0,0,Green,82.75
consejo salvadoreño del café,la montaña,soc. coop. de caf. de ciudad barrios de r.l.,Salvadoran Coffee Council,El Salvador,1250,1250,1250,275,69 kg,Arabica,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,0,0,4,NA,82.75
"ceca, s.a.",gamboa,beneficio montañas del diamante,Specialty Coffee Association of Costa Rica,Costa Rica,1850,1850,1850,250,69 kg,Arabica,Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,0.09,0,1,Bluish-Green,82.75
bismarck castro,los hicaques,cigrah s.a de c.v.,Instituto Hondureño del Café,Honduras,1400,1400,1400,275,69 kg,Arabica,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,0.09,0,6,Green,82.75
ipanema coffees,capoeirinha,dry mill,Brazil Specialty Coffee Association,Brazil,905,905,905,320,60 kg,Arabica,Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,0.11,0,1,Bluish-Green,82.75
yunnan coffee exchange,man ganna estate,"puwen lvyou coffee co.,ltd",Yunnan Coffee Exchange,China,1100,1100,1100,3,60 kg,Arabica,Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,0.1,0,0,Green,82.75
